Index,Compound name,A_site,A'_site,B_site,B'_site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,target_label
Comp_351,RbYVWO6_L,Rb,Y,V,W,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,-162.1285,5.2468954,5.616926,5.493454,8.005061,89.32872,90.004242,89.991096,246.989817,P21,4,P4/nmm,129,5.576,2.4785,0.255,0.00775,1.946,5.363,0.065,2.107,6.126,0.741,0.355,0.5975,3.4525,0.702,1.075,4.175,1.560083333,3.475333333,-0.017075003,-0.017063643,0.000332231,0.000332231,0.060998031,0.060866002,-0.007471321,0.006815538,0.017069323,0.000332231,0.060932017,0.007143429,0.017072556,0.061349322,4.74191969,17.5334363,1
Comp_352,RbYVWO6_R,Rb,Y,V,W,1,3,8,8,2,6,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,-161.075617,5.16769558,5.684725,5.531951,7.82177,89.902336,89.999527,90.013123,245.975705,Pc,7,F-4 3m,216,5.605,2.466,0.267,0.004232667,1.948,5.371,0.073,2.113,6.125,0.769,0.351,0.588,3.423,0.689,1.061,4.115,1.556666667,3.472166667,0.014179123,-0.013335932,-0.001463293,-0.001463293,0.058539742,-1.013335932,0.02282286,0.022572781,0.013757528,0.001463293,0.535937837,0.02269782,0.013835129,0.536418266,13.81612297,7.655714712,2
Comp_353,RbYVZrO6_C,Rb,Y,V,Zr,1,3,8,8,4,4,6,6,1.51,1.019,0.64,0.6,1.2645,0.62,0.938583706,-158.388929,3.8726,5.674841,5.607842,7.905674,90.212662,89.201958,88.168129,251.431993,P-1,2,P42/mmc,131,1.939,0.012,0.001,0.01475,1.948,5.365,0.068,2.11,6.111,0.74,0.5215,1.0205,3.4105,2.189,6.3865,1.5015,1.562,3.462083333,0.024103431,-0.023417293,-0.008414829,-0.008414829,-0.046182519,0.046854932,0.007048798,-0.007673543,0.023760362,0.008414829,0.046518725,0.00736117,0.02520643,0.047097544,10.73724314,18.35533478,0
Comp_354,RbYVZrO6_L,Rb,Y,V,Zr,1,3,8,8,4,4,6,6,1.51,1.019,0.64,0.6,1.2645,0.62,0.938583706,-159.095048,4.2053,5.668517,5.549196,7.947283,90.340477,90.001205,89.999603,249.98304,P21,4,P4/nmm,129,1.934,0.011,0.002,0.011,1.947,5.359,0.065,2.108,6.126,0.73,0.529,1.019,3.433,2.189,6.369,1.522,1.562666667,3.467333333,-0.015347342,-0.015327861,0.003613165,0.003613165,0.059362457,0.059356153,-0.002498437,0.001985326,0.015337602,0.003613165,0.059359305,0.002241882,0.015757442,0.059401626,4.202914666,18.13834131,1
Comp_355,RbYVZrO6_R,Rb,Y,V,Zr,1,3,8,8,4,4,6,6,1.61,1.019,0.64,0.6,1.3145,0.62,0.956533289,-158.187448,3.9917,5.669775,5.534388,7.945207,90.333092,90.003395,89.994392,249.306278,Pc,7,F-4 3m,216,1.931,0.013,0.001,0.014181818,1.949,5.369,0.072,2.118,6.1375,0.7855,0.514,0.978,3.3875,2.186,6.366,1.508,1.5635,3.462,0.010255235,-0.009486263,0.000725815,0.000725815,0.062741395,-1.009486263,0.019166613,0.01941012,0.009870749,0.000725815,0.536113829,0.019288366,0.009897398,0.536460696,13.03941527,7.781208342,2
Comp_356,SmBaMnNiO6_C,Sm,Ba,Mn,Ni,3,2,8,8,4,3,6,6,1.079,1.42,0.53,0.69,0.975,0.61,0.838914066,-138.313298,3.24176196,5.507432,5.504152,7.532378,90.049911,89.860245,91.031441,228.296833,P-1,2,P42/mmc,131,7.922,2.647,1.585,-0.05,2.103,5.964,0.785,2.008,5.63,0.39,0.371,0.595,4.8805,0.3865,0.5395,8.2335,1.564166667,3.425333333,0.009144528,-0.009144528,-0.009276191,-0.009276191,0.002466008,-0.002466048,-0.002403345,0.002403305,0.009144528,0.009276191,0.002466028,0.002403325,0.013025748,0.003443438,9.910077328,2.6442404,0
Comp_357,SmBaMnNiO6_L,Sm,Ba,Mn,Ni,3,2,8,8,4,3,6,6,1.079,1.42,0.53,0.69,0.975,0.61,0.838914066,-138.675454,3.34375309,5.472917,5.426571,7.669458,90,90.079865,90,227.776333,P21,4,P4/nmm,129,7.917,2.599,1.5755,-0.040833333,2.1015,5.968,0.778,2.006,5.627,0.369,0.376,0.607,4.895,0.387,0.542,8.2385,1.564,3.428666667,0.010383154,-0.010383174,-0.013372513,-0.013372513,0.00594257,-0.00594259,0.001837508,0.001837488,0.010383164,0.013372513,0.00594258,0.001837498,0.016930275,0.006220182,3.592172526,2.35371764,1
Comp_358,SmBaMnNiO6_R,Sm,Ba,Mn,Ni,3,2,8,8,4,3,6,6,1.079,1.42,0.53,0.69,0.975,0.61,0.838914066,-138.038556,3.14181963,5.454481,5.517438,7.678367,89.994682,90.238647,90.024719,231.076597,Pc,7,F-4 3m,216,7.902,2.532,1.656,-0.0425,2.112,5.971,0.8405,2.012,5.631,0.416,0.369,0.595,4.868,0.367,0.49,8.199,1.564833333,3.423416667,-0.011689433,-0.011949028,-0.046028316,-0.046028316,-0.001097656,-0.001063056,-0.009540429,0.009600495,0.01181923,0.046028316,0.001080356,0.009570462,0.047521575,0.009631247,13.5202098,13.48782924,2
Comp_359,SmCaMnNiO6_C,Sm,Ca,Mn,Ni,3,2,8,8,4,3,6,6,1.079,1.12,0.53,0.69,0.825,0.61,0.784790578,-140.125593,3.27096145,5.289495,5.395951,7.491448,89.919296,90.005577,89.746689,213.81751,P-1,2,P42/mmc,131,7.883,2.5725,1.5535,-0.035083333,2.121,5.996,0.905,2.031,5.869,0.282,0.3775,0.613,4.884,0.394,0.558,8.24,1.560833333,3.441333333,-0.011312796,0.011312796,-0.053071231,-0.053071231,0.012686983,-0.012687023,-0.050496756,0.050496716,0.011312796,0.053071231,0.012687003,0.050496736,0.054263569,0.052066116,13.16656579,17.52129968,0
Comp_360,SmCaMnNiO6_L,Sm,Ca,Mn,Ni,3,2,8,8,4,3,6,6,1.079,1.12,0.53,0.69,0.825,0.61,0.784790578,-140.184829,3.32055341,5.289784,5.393883,7.49172,90,90.132957,90,213.75674,P21,4,P4/nmm,129,7.866,2.5095,1.573,-0.028916667,2.121,5.9955,0.901,2.031,5.868,0.2825,0.382,0.62,4.8915,0.3925,0.554,8.241,1.560666667,3.442,-0.011143595,0.011143574,-0.05240863,-0.05240863,0.012456761,-0.012456782,0.049556758,0.049556738,0.011143584,0.05240863,0.012456772,0.049556748,0.053580258,0.051098361,14.0288083,19.33451729,1
Comp_361,SmCaMnNiO6_R,Sm,Ca,Mn,Ni,3,2,8,8,4,3,6,6,1.079,1.12,0.53,0.69,0.825,0.61,0.784790578,-140.089565,3.28371442,5.277819,5.410328,7.476831,90.000626,90.062424,89.995842,213.498812,Pc,7,F-4 3m,216,7.877,2.562,1.553,-0.033583333,2.121,5.993,0.8965,2.031,5.87,0.287,0.378,0.615,4.886,0.395,0.56,8.242,1.5605,3.441666667,-0.013465564,-0.013308152,-0.057538361,-0.057538361,0.010919174,0.010908593,-0.051359484,0.051356796,0.013386858,0.057538361,0.010913884,0.05135814,0.05907513,0.052504965,13.10361585,19.83293368,2
Comp_362,SmSnMnNiO6_C,Sm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.079,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.932353,5.89879947,5.263643,5.521228,7.584844,88.141235,89.037888,92.92292,219.988849,P-1,2,P42/mmc,131,9.703,2.757,1.7515,0.052166667,2.128,6.002,0.912,1.159,1.604,0.629,0.3185,0.472,4.9455,0.363,0.4725,8.219,1.560666667,3.454833333,-0.01839139,0.01839139,-0.071711387,-0.071711387,0.013016574,-0.013016614,-0.064653917,0.064653876,0.01839139,0.071711387,0.013016594,0.064653896,0.074032198,0.065951179,22.54023347,27.62595394,0
Comp_363,SmSnMnNiO6_L,Sm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.079,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.270836,5.89300507,5.248804,5.467543,7.538058,90,89.62249,90,216.32296,P21,4,P4/nmm,129,8.363,2.4715,1.734,0.020333333,2.128,6.002,0.9405,1.357,1.1945,0.388,0.355,0.566,4.9275,0.3625,0.478,8.225,1.56475,3.437333333,-0.017907785,0.017907765,-0.060888987,-0.060888987,0.01713889,-0.017138911,0.062394787,0.062394767,0.017907775,0.060888987,0.017138901,0.062394777,0.063467765,0.064705874,20.04883174,22.07621224,1
Comp_364,SmSnMnNiO6_R,Sm,Sn,Mn,Ni,3,2,8,8,4,3,6,6,1.079,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.457869,5.81431432,5.239339,5.491768,7.549132,90.452911,89.757172,89.968529,217.204176,Pc,7,F-4 3m,216,9.617,2.69,1.7345,0.057416667,2.1245,5.999,0.897,1.385,1.2035,0.3995,0.358,0.571,4.8905,0.364,0.482,8.2235,1.564083333,3.441666667,-0.015703094,-0.018084669,-0.066831757,-0.066831757,0.021077989,0.008718943,-0.074321097,0.042304282,0.016893881,0.066831757,0.014898466,0.058312689,0.068933932,0.060185829,13.68766495,23.51353466,2
Comp_365,SrCeMnNiO6_C,Sr,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.97,0.53,0.69,0.75,0.61,0.757728834,-140.96583,4.91807558,5.394142,5.467425,7.561691,90.468651,90.179535,89.774887,222.999652,P-1,2,P42/mmc,131,9.694,2.7185,1.7225,0.055333333,2.007,5.785,0.266,1.961,5.625,0.729,0.364,0.591,4.8875,0.369,0.4995,8.235,1.561833333,3.445166667,-0.006619604,0.006619604,-0.039118208,-0.039118208,0.012317677,-0.012317717,-0.051053714,0.051053674,0.006619604,0.039118208,0.012317697,0.051053694,0.039674342,0.052518619,15.33336083,16.57223454,0
Comp_366,SrCeMnNiO6_L,Sr,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.97,0.53,0.69,0.75,0.61,0.757728834,-140.62841,4.98498381,5.355428,5.422488,7.677805,90,89.914017,90,222.961238,P21,4,P4/nmm,129,9.691,2.698,1.727,0.058833333,2.005,5.776,0.25,1.962,5.632,0.7025,0.367,0.596,4.902,0.368,0.502,8.237,1.56175,3.44525,-0.006356178,0.006356158,-0.029222694,-0.029222694,0.002251705,-0.002251725,0.046756409,0.046756388,0.006356168,0.029222694,0.002251715,0.046756399,0.029905965,0.046810587,11.93524641,20.18777239,1
Comp_367,SrCeMnNiO6_R,Sr,Ce,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.97,0.53,0.69,0.75,0.61,0.757728834,-140.78066,4.90688303,5.351549,5.488047,7.601822,90,90.025459,89.999786,223.26209,Pc,7,F-4 3m,216,9.693,2.716,1.726,0.054166667,2.008,5.791,0.274,1.963,5.622,0.737,0.361,0.584,4.883,0.365,0.49,8.224,1.562,3.444,-0.006126807,-0.00614221,-0.038323769,-0.038323769,0.016090341,0.016092276,-0.058030926,0.058027407,0.006134508,0.038323769,0.016091308,0.058029167,0.038811641,0.060218887,11.19436448,14.61040589,2
Comp_368,SrDyMnNiO6_C,Sr,Dy,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.027,0.53,0.69,0.7785,0.61,0.768012297,-139.132734,3.12767621,5.357698,5.423235,7.475175,90.414063,90.253983,90.498978,217.183021,P-1,2,P42/mmc,131,7.914,2.5885,1.5615,-0.039,2.008,5.788,0.275,0.296,6.711,1.273,0.3755,0.608,4.8825,0.3915,0.5515,8.237,1.561,3.440416667,-0.006526573,0.006526573,-0.039322919,-0.039322919,0.011609063,-0.011609103,-0.052451447,0.052451406,0.006526573,0.039322919,0.011609083,0.052451427,0.039860859,0.053720787,14.54229887,17.51128521,0
Comp_369,SrDyMnNiO6_L,Sr,Dy,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.027,0.53,0.69,0.7785,0.61,0.768012297,-139.362379,3.17801675,5.290988,5.399713,7.606609,90,90.094727,90,217.319119,P21,4,P4/nmm,129,7.893,2.531,1.5755,-0.032416667,2.007,5.781,0.265,0.3,6.74,1.284,0.379,0.613,4.89,0.389,0.545,8.236,1.560833333,3.441666667,-0.008838088,0.008838068,-0.034135158,-0.034135158,0.00994643,-0.00994645,0.059579208,0.059579188,0.008838078,0.034135158,0.00994644,0.059579198,0.035260752,0.060403746,14.11411041,17.33791473,1
Comp_370,SrDyMnNiO6_R,Sr,Dy,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.027,0.53,0.69,0.7785,0.61,0.768012297,-139.119119,3.12979982,5.315095,5.450787,7.505672,90.000336,90.16494,90.001549,217.449305,Pc,7,F-4 3m,216,7.906,2.534,1.594,-0.0355,2.008,5.787,0.273,0.303,6.73,1.303,0.377,0.6105,4.881,0.386,0.536,8.228,1.561,3.440166667,-0.004118936,-0.004116888,-0.029000897,-0.029000897,0.015353743,0.015331575,-0.063691454,0.063683202,0.004117912,0.029000897,0.015342659,0.063687328,0.029291795,0.065509334,9.806546435,12.64878906,2
Comp_371,SrGdMnNiO6_C,Sr,Gd,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.053,0.53,0.69,0.7915,0.61,0.772702999,-139.166269,3.19319414,5.378117,5.410465,7.507283,90.359505,90.183197,90.340332,218.438464,P-1,2,P42/mmc,131,7.906,2.5895,1.5615,-0.039333333,2.007,5.785,0.268,0.224,6.514,1.204,0.3765,0.6085,4.885,0.3925,0.555,8.2405,1.56125,3.439166667,-0.005724318,0.005724318,-0.03486374,-0.03486374,0.009581092,-0.009581132,-0.047045766,0.047045726,0.005724318,0.03486374,0.009581112,0.047045746,0.035330556,0.048011456,13.61179256,15.97446064,0
Comp_372,SrGdMnNiO6_L,Sr,Gd,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.053,0.53,0.69,0.7915,0.61,0.772702999,-139.355712,3.24881985,5.325048,5.382671,7.624166,90,90.123894,90,218.530826,P21,4,P4/nmm,129,7.884,2.5325,1.5725,-0.032666667,2.006,5.7785,0.259,0.226,6.532,1.209,0.38,0.615,4.8925,0.3905,0.55,8.2395,1.561166667,3.4405,-0.00776916,0.007769139,-0.02938304,-0.02938304,0.00744445,-0.00744447,0.052030973,0.052030953,0.007769149,0.02938304,0.00744446,0.052030963,0.030392807,0.052560833,12.70024013,15.61520298,1
Comp_373,SrGdMnNiO6_R,Sr,Gd,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.053,0.53,0.69,0.7915,0.61,0.772702999,-139.116406,3.18492889,5.339053,5.433343,7.542756,89.998947,90.201797,89.999146,218.805717,Pc,7,F-4 3m,216,7.898,2.543,1.589,-0.0365,2.007,5.785,0.269,0.229,6.525,1.227,0.377,0.61,4.882,0.387,0.5405,8.231,1.5615,3.438583333,-0.003462034,-0.003457309,-0.026918348,-0.026918348,0.013512414,0.013526875,-0.058648448,0.058638934,0.003459672,0.026918348,0.013519644,0.058643691,0.027139764,0.060181918,9.291748432,12.47668311,2
Comp_374,SrHfMnNiO6_C,Sr,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.63538,4.40087695,5.218186,5.516058,7.387694,91.000694,90.645668,89.742874,212.598131,P-1,2,P42/mmc,131,9.735,2.7555,1.728,0.055833333,2.014,5.805,0.305,0.475,0.726,2.099,0.3575,0.5735,4.87,0.368,0.4835,8.2265,1.5565,3.472666667,-0.007715797,0.007715797,-0.06474564,-0.06474564,0.033737195,-0.033737235,-0.076445365,0.076445324,0.007715797,0.06474564,0.033737215,0.076445344,0.065203768,0.083558904,22.57599354,24.30805201,0
Comp_375,SrHfMnNiO6_L,Sr,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.27581,4.57160144,5.105904,5.438514,7.640201,90,89.893372,90,212.156769,P21,4,P4/nmm,129,9.714,2.7155,1.735,0.06175,2.012,5.789,0.2875,0.4655,0.7465,2.0525,0.364,0.582,4.899,0.368,0.487,8.231,1.55625,3.475833333,-0.009222155,0.009222135,-0.04369393,-0.04369393,0.019806443,-0.019806463,0.090746394,0.090746373,0.009222145,0.04369393,0.019806453,0.090746383,0.04465655,0.092882731,20.38344112,25.38031002,1
Comp_376,SrHfMnNiO6_R,Sr,Hf,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.83,0.53,0.69,0.68,0.61,0.732471206,-142.07693,4.3747262,5.201423,5.49174,7.492723,89.971352,90.350273,90.012825,214.024582,Pc,7,F-4 3m,216,9.724,2.749,1.738,0.0545,2.011,5.802,0.294,0.494,0.7445,2.1785,0.354,0.5635,4.869,0.361,0.472,8.2095,1.556666667,3.471833333,-0.010513211,-0.010150615,-0.048279111,-0.048279111,0.036144821,0.036454957,-0.068981839,0.06885274,0.010331913,0.048279111,0.036299889,0.068917289,0.04937227,0.077892713,15.25875506,10.2432348,2
Comp_377,SrHoMnNiO6_C,Sr,Ho,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.015,0.53,0.69,0.7725,0.61,0.765847357,-139.104507,3.06948391,5.344131,5.434312,7.460256,90.429016,90.216034,90.622437,216.637845,P-1,2,P42/mmc,131,7.92,2.588,1.563,-0.038666667,2.009,5.79,0.279,0.33,6.813,1.27,0.375,0.6065,4.8805,0.391,0.5485,8.2345,1.560666667,3.440833333,-0.006992039,0.006992039,-0.042395969,-0.042395969,0.013137969,-0.01313801,-0.055772628,0.055772587,0.006992039,0.042395969,0.013137989,0.055772607,0.042968673,0.057299132,15.1909846,18.42150497,0
Comp_378,SrHoMnNiO6_L,Sr,Ho,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.015,0.53,0.69,0.7725,0.61,0.765847357,-139.352528,3.13239656,5.272982,5.401815,7.607075,90,90.050705,90,216.677362,P21,4,P4/nmm,129,7.899,2.531,1.5755,-0.032083333,2.007,5.7815,0.2665,0.333,6.8405,1.2745,0.379,0.6135,4.89,0.389,0.5435,8.2345,1.560666667,3.4425,-0.008997053,0.008997033,-0.035801683,-0.035801683,0.011017535,-0.011017556,0.062815274,0.062815254,0.008997043,0.035801683,0.011017546,0.062815264,0.036914865,0.063774162,14.49091546,18.16050997,1
Comp_379,SrHoMnNiO6_R,Sr,Ho,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.015,0.53,0.69,0.7725,0.61,0.765847357,-139.104088,3.08690067,5.305013,5.453377,7.492844,89.99054,90.118736,90.000412,216.769296,Pc,7,F-4 3m,216,7.91,2.5315,1.5955,-0.035333333,2.008,5.788,0.275,0.336,6.827,1.293,0.377,0.61,4.88,0.386,0.5355,8.228,1.560833333,3.440833333,-0.004437285,-0.004338224,-0.030079734,-0.030079734,0.016086226,0.016180851,-0.065679797,0.065644172,0.004387754,0.030079734,0.016133539,0.065661985,0.030398072,0.067614993,9.938992673,12.81266487,2
Comp_380,SrPbMnNiO6_C,Sr,Pb,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.94,0.53,0.69,1.1,0.61,0.884016973,-120.87188,3.93623808,5.335451,5.483081,7.599465,90.570396,90.378731,89.986351,222.304284,P-1,2,P42/mmc,131,9.704,2.728,1.727,0.058166667,2.011,5.793,0.28,1.442,1.439,0.445,0.3605,0.579,4.856,0.3615,0.473,8.2055,1.567666667,3.411,-0.005716976,0.005716976,-0.046412307,-0.046412307,0.025167479,-0.025167519,-0.059385709,0.059385669,0.005716976,0.046412307,0.025167499,0.059385689,0.046763084,0.064498551,17.99372178,19.70645056,0
Comp_381,SrPbMnNiO6_L,Sr,Pb,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.94,0.53,0.69,0.735,0.61,0.752316485,-120.84087,4.14072855,5.29456,5.471581,7.657253,90,89.985062,90,221.827641,P21,4,P4/nmm,129,9.686,2.685,1.733,0.064416667,2.0085,5.784,0.2725,1.4295,1.4195,0.453,0.366,0.583,4.884,0.364,0.48,8.211,1.568666667,3.412333333,-0.008500342,0.008500322,-0.042380289,-0.042380289,0.008393096,-0.008393117,0.06587965,0.06587963,0.008500332,0.042380289,0.008393106,0.06587964,0.043224352,0.066412132,15.97556669,22.93522532,1
Comp_382,SrSmMnNiO6_C,Sr,Sm,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.079,0.53,0.69,0.8045,0.61,0.777393701,-138.968997,3.18467905,5.408155,5.392307,7.550216,90.273605,90.166245,90.182716,220.17813,P-1,2,P42/mmc,131,7.881,2.59,1.5645,-0.040333333,2.006,5.781,0.261,2.113,5.98,0.855,0.3765,0.6095,4.8865,0.392,0.5565,8.242,1.561666667,3.437,-0.005020667,0.005020667,-0.029030777,-0.029030777,0.006412395,-0.006412436,-0.038784233,0.038784193,0.005020667,0.029030777,0.006412416,0.038784213,0.029461722,0.03931074,12.28977241,14.35463982,0
Comp_383,SrSmMnNiO6_L,Sr,Sm,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.079,0.53,0.69,0.8045,0.61,0.777393701,-139.126709,3.28352523,5.378012,5.363608,7.620911,90,90.176399,90,219.828326,P21,4,P4/nmm,129,7.86,2.5405,1.564,-0.033416667,2.004,5.775,0.25,2.112,5.983,0.847,0.381,0.617,4.898,0.394,0.561,8.2485,1.561666667,3.439,-0.006890949,0.006890929,-0.020753026,-0.020753026,0.003126889,-0.003126909,0.03795691,0.03795689,0.006890939,0.020753026,0.003126899,0.0379569,0.02186717,0.03808548,11.20879387,11.83548952,1
Comp_384,SrSmMnNiO6_R,Sr,Sm,Mn,Ni,2,3,8,8,4,3,6,6,1.26,1.079,0.53,0.69,0.8045,0.61,0.777393701,-138.894813,3.18096921,5.368028,5.417163,7.582314,89.999069,90.152054,90.000465,220.489,Pc,7,F-4 3m,216,7.878,2.552,1.5835,-0.037416667,2.006,5.782,0.263,2.116,5.982,0.866,0.377,0.611,4.885,0.388,0.546,8.236,1.5615,3.436666667,-0.00250481,-0.002523973,-0.023004308,-0.023004308,0.010897446,0.01088525,-0.050874114,0.050876147,0.002514391,0.023004308,0.010891348,0.050875131,0.023141312,0.052027881,8.393664412,11.89451014,2
Comp_385,SrSnMnNiO6_C,Sr,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,-121.28573,4.55279631,5.247735,5.46943,7.511265,90.929764,90.653656,89.676926,215.543611,P-1,2,P42/mmc,131,9.72,2.765,1.73,0.052833333,2.014,5.805,0.3,1.124,1.508,0.579,0.356,0.5685,4.852,0.3625,0.47,8.21,1.561833333,3.4405,-0.003740407,0.003740407,-0.058089567,-0.058089567,0.035510753,-0.035510794,-0.068957927,0.068957887,0.003740407,0.058089567,0.035510773,0.068957907,0.058209866,0.077564218,22.11350149,22.49290844,0
Comp_386,SrSnMnNiO6_L,Sr,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,-121.27,4.90045524,5.175667,5.408703,7.669438,90,89.959877,90,214.695492,P21,4,P4/nmm,129,9.7,2.7155,1.736,0.06025,2.0115,5.789,0.289,1.1045,1.4605,0.573,0.365,0.58,4.888,0.366,0.4805,8.221,1.563333333,3.440916667,-0.009190591,0.009190571,-0.04161308,-0.04161308,0.011012884,-0.011012904,0.077018496,0.077018476,0.009190581,0.04161308,0.011012894,0.077018486,0.042615903,0.07780187,19.59286059,25.53009426,1
Comp_387,SrSnMnNiO6_R,Sr,Sn,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,-121.33538,4.79601065,5.286516,5.380691,7.627561,90.003746,89.633156,90.001945,216.96235,Pc,7,F-4 3m,216,9.704,2.742,1.739,0.055333333,2.008,5.79,0.2715,1.144,1.5565,0.584,0.357,0.564,4.869,0.362,0.472,8.204,1.562666667,3.438333333,-0.009768691,-0.009559683,-0.022611115,-0.022611115,-0.024446032,-0.024503396,-0.048091252,0.048225159,0.009664187,0.022611115,0.024474714,0.048158206,0.024589815,0.054020592,10.76568212,27.87440771,2
Comp_388,SrTbMnNiO6_C,Sr,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.88,0.53,0.69,1.07,0.61,0.873192275,-139.162068,3.16670629,5.365291,5.4168,7.494051,90.368225,90.233063,90.528931,217.781809,P-1,2,P42/mmc,131,7.907,2.591,1.5595,-0.039333333,2.008,5.786,0.272,0.258,6.597,1.237,0.376,0.6075,4.884,0.3925,0.5545,8.239,1.560833333,3.439666667,-0.005683768,0.005683768,-0.037295334,-0.037295334,0.010991826,-0.010991866,-0.050240058,0.050240017,0.005683768,0.037295334,0.010991846,0.050240038,0.037725948,0.051428417,14.09639471,16.91437824,0
Comp_389,SrTbMnNiO6_L,Sr,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.88,0.53,0.69,1.07,0.61,0.873192275,-135.8506246,3.21539054,5.308437,5.391655,7.615283,90,90.150299,90,217.958251,P21,4,P4/nmm,129,7.889,2.5325,1.5745,-0.032583333,2.007,5.78,0.262,0.261,6.621,1.247,0.379,0.6135,4.891,0.39,0.547,8.2375,1.560833333,3.440916667,-0.008615164,0.008615143,-0.031982409,-0.031982409,0.008506029,-0.008506049,0.055942759,0.055942739,0.008615154,0.031982409,0.008506039,0.055942749,0.033122429,0.056585722,13.42369158,16.5814868,1
Comp_390,SrTbMnNiO6_R,Sr,Tb,Mn,Ni,2,4,8,8,4,2,6,6,1.26,0.88,0.53,0.69,1.07,0.61,0.873192275,-139.129958,3.15730567,5.327747,5.445907,7.518802,90.004959,90.200615,90.003754,218.152291,Pc,7,F-4 3m,216,7.905,2.538,1.593,-0.036083333,2.007,5.786,0.271,0.265,6.616,1.271,0.377,0.61,4.8805,0.386,0.537,8.229,1.561166667,3.439333333,-0.003839077,-0.003846314,-0.027927428,-0.027927428,0.014517312,0.014540505,-0.061370168,0.061358806,0.003842695,0.027927428,0.014528909,0.061364487,0.028190557,0.063060998,9.702861827,12.55129192,2
Comp_391,SrTmMnNiO6_C,Sr,Tm,Mn,Ni,2,3,8,8,4,3,6,6,1.26,0.81,0.53,0.69,0.67,0.61,0.728862974,-138.976342,3.02300578,5.327281,5.443826,7.427501,90.451134,90.293556,90.614052,215.381448,P-1,2,P42/mmc,131,7.93,2.589,1.564,-0.038833333,2.01,5.792,0.285,0.396,7.007,1.281,0.3745,0.605,4.8785,0.39,0.546,8.232,1.560666667,3.442333333,-0.007414528,0.007414528,-0.045856511,-0.045856511,0.015569805,-0.015569846,-0.059602558,0.059602518,0.007414528,0.045856511,0.015569825,0.059602538,0.04645207,0.061602613,16.3052552,19.3544969,0
